Date,SKU,Name,Brand,Avg Rating,Rating Count,Sponsor,Price,Sales Price,Express,Rank,Link,Delivery
06-Oct-2024,ZECB2978,mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-beige,MELA,N/A,N/A,Y,119,79.90,Y,171,https://www.noon.com/uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-beige/ZECB29782C8C4BD506B8EZ/p/?o=zecb29782c8c4bd506b8ez-1,Get it by 7 Oct
06-Oct-2024,Z1FFBA90,mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue,MahMir,3.1,3,Y,N/A,29.95,Y,172,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-light-blue/Z1FFBA90CF03B4E1CDF5CZ/p/?o=z1ffba90cf03b4e1cdf5cz-1,N/A
06-Oct-2024,ZFC4F2BC,qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue,Qiccijoo,N/A,N/A,N,N/A,89,Y,173,https://www.noon.com/uae-en/qiccijoo-ankle-weights-set-1-pair-4kg-8-8lb-workout-ankle-weights-for-women-or-men-wrist-leg-weights-for-fitness-running-walking-2-2kg-4-4lb-blue/ZFC4F2BC1E9DC7B33305BZ/p/?o=zfc4f2bc1e9dc7b33305bz-1,Get it by 7 Oct
06-Oct-2024,Z4CB58C8,coolbaby-pilates-multifunctional-yoga-bed-pilates-core-bed-fitness-equipment-pilates-training-bed-strength-adjustment-solid-wood,Cool,N/A,N/A,N,N/A,"4,779",N,174,https://www.noon.com/uae-en/coolbaby-pilates-multifunctional-yoga-bed-pilates-core-bed-fitness-equipment-pilates-training-bed-strength-adjustment-solid-wood/Z4CB58C8A30F63107B73FZ/p/?o=z4cb58c8a30f63107b73fz-1,Get it by 8 Oct
06-Oct-2024,ZCA7E1E3,muscle-massage-stick-roller,Generic,5.0,1,N,250,19,Y,175,https://www.noon.com/uae-en/muscle-massage-stick-roller/ZCA7E1E3FDB0EFD648A13Z/p/?o=zca7e1e3fdb0efd648a13z-1,Get it by 7 Oct
06-Oct-2024,N1100525,yoga-and-exercise-mat-with-strap-6ml,BODY,4.3,3,N,79,42.85,Y,176,https://www.noon.com/uae-en/yoga-and-exercise-mat-with-strap-6ml/N11005258A/p/?o=fc937d235888d83b,Get it by 7 Oct
06-Oct-2024,N4342662,portable-retractable-stool-outdoor-safe-stable-folding-30x10x5cm,Generic,3.9,33,N,N/A,32,Y,177,https://www.noon.com/uae-en/portable-retractable-stool-outdoor-safe-stable-folding-30x10x5cm/N43426621A/p/?o=e32cf2128f37083e,Get it by 7 Oct
06-Oct-2024,Z6AA422C,extra-thick-high-density-anti-tear-exercise-yoga-mat,Generic,5.0,2,Y,648,29,Y,178,https://www.noon.com/uae-en/extra-thick-high-density-anti-tear-exercise-yoga-mat/Z6AA422C01041A12BF086Z/p/?o=z6aa422c01041a12bf086z-1,Get it by 7 Oct
06-Oct-2024,Z30868C9,mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink,MahMir,4.0,8,Y,N/A,29.95,Y,179,https://www.noon.com/uae-en/mahmir-eva-foam-roller-for-yoga-deep-tissue-massage-stretching-physical-therapy-relieve-stress-improve-mobility-with-foam-roller-for-legs-and-muscles-deep-tissue-massage-tool-pink/Z30868C98E61D2ABA2621Z/p/?o=z30868c98e61d2aba2621z-1,N/A
06-Oct-2024,Z1DFA4CF,yoga-mat-8mm-trace-blue,Adidas,N/A,N/A,N,175,161.65,Y,180,https://www.noon.com/uae-en/yoga-mat-8mm-trace-blue/Z1DFA4CFA53D9F146B56EZ/p/?o=z1dfa4cfa53d9f146b56ez-1,Get it by 7 Oct
06-Oct-2024,N4245994,solid-color-mesh-cooling-towel-20-10-20cm,Generic,4.0,52,N,N/A,25.70,Y,181,https://www.noon.com/uae-en/solid-color-mesh-cooling-towel-20-10-20cm/N42459945A/p/?o=ee68e1545cf1882e,Get it by 7 Oct
06-Oct-2024,Z3A64306,white-stripe-crew-non-slip-barre-yoga-pilates-socks-womens-one-size-fits-most,Prickly,5.0,1,N,N/A,35,Y,182,https://www.noon.com/uae-en/white-stripe-crew-non-slip-barre-yoga-pilates-socks-womens-one-size-fits-most/Z3A643067EEDB39F91BE8Z/p/?o=z3a643067eedb39f91be8z-1,Get it by 7 Oct
06-Oct-2024,N2230531,exercise-swiss-ball-65cm-65cm,Generic,4.8,29,N,45,29,N,183,https://www.noon.com/uae-en/exercise-swiss-ball-65cm-65cm/N22305317A/p/?o=b2527af1bcb87fec,N/A
06-Oct-2024,Z2D1EE41,anti-skid-yoga-mat-pink-thickened-fitness-dance-mat,Generic,N/A,N/A,N,53,29,Y,184,https://www.noon.com/uae-en/anti-skid-yoga-mat-pink-thickened-fitness-dance-mat/Z2D1EE4141DBDFF832AE4Z/p/?o=z2d1ee4141dbdff832ae4z-1,Get it by 7 Oct
06-Oct-2024,N3738061,11-piece-yoga-resistance-belt-with-bag-22x6x19-00cm,LIXADA,4.3,107,N,32,23,N,185,https://www.noon.com/uae-en/11-piece-yoga-resistance-belt-with-bag-22x6x19-00cm/N37380614A/p/?o=f47d3bca5f3b875e,N/A
06-Oct-2024,N3701783,yoga-massage-mat-with-pillow,Generic,N/A,N/A,N,46,37.80,Y,186,https://www.noon.com/uae-en/yoga-massage-mat-with-pillow/N37017834A/p/?o=e1ccc98cf329f95c,Get it by 7 Oct
06-Oct-2024,Z24E1B5B,8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color,Bernessi,4.8,49,Y,165,69.90,Y,187,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1,Get it by 7 Oct
06-Oct-2024,Z184FBC1,stretch-strap-with-exercise-guide-versatile-multi-loop-perfect-for-yoga-pilates-and-physical-therapy-portable-helps-improve-flexibility,ORiTi,4.6,2,Y,29,28,Y,188,https://www.noon.com/uae-en/stretch-strap-with-exercise-guide-versatile-multi-loop-perfect-for-yoga-pilates-and-physical-therapy-portable-helps-improve-flexibility/Z184FBC1B30D0C5DACA2DZ/p/?o=z184fbc1b30d0c5daca2dz-1,N/A
06-Oct-2024,Z603FF8F,yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio,URbazaar,N/A,N/A,Y,59.90,54.90,Y,189,https://www.noon.com/uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1,Get it by 7 Oct
06-Oct-2024,ZD6EDF0C,men-and-women-cooling-sport-towel-soft-and-breathable-for-yoga-sports-and-running-blue-30x90cm,Generic,5.0,2,N,70,63,Y,190,https://www.noon.com/uae-en/men-and-women-cooling-sport-towel-soft-and-breathable-for-yoga-sports-and-running-blue-30x90cm/ZD6EDF0C6CC069FEED806Z/p/?o=zd6edf0c6cc069feed806z-1,Get it by 7 Oct
06-Oct-2024,Z7F15956,training-mat-10mm-black,Adidas,N/A,N/A,N,195,175.50,Y,191,https://www.noon.com/uae-en/training-mat-10mm-black/Z7F15956F011CDBFBF9C2Z/p/?o=z7f15956f011cdbfbf9c2z-1,Get it by 7 Oct
06-Oct-2024,N4331832,4-speed-electric-vibration-massager-foam-roller-12-2-x-6inch,Rock,5.0,5,N,241,98.95,Y,192,https://www.noon.com/uae-en/4-speed-electric-vibration-massager-foam-roller-12-2-x-6inch/N43318329A/p/?o=d4082700b720061e,Get it by 7 Oct
06-Oct-2024,N2982972,16-piece-billiards-ball-33-22-5-5cm,Generic,N/A,N/A,N,220,195,N,193,https://www.noon.com/uae-en/16-piece-billiards-ball-33-22-5-5cm/N29829722A/p/?o=e60daabc88a0e9fe,Get it by 8 Oct
06-Oct-2024,Z3ECE31D,thick-yoga-mat-8mm-knees-supportive-exercise-mat-for-yoga-pilates-fitness-exercises-and-home-exercise-fitness-mat-non-slip-yoga-gym-mat-with-carrying-bag-183-66cm-green-black,RIGID,4.1,14,N,130.25,109.75,Y,194,https://www.noon.com/uae-en/thick-yoga-mat-8mm-knees-supportive-exercise-mat-for-yoga-pilates-fitness-exercises-and-home-exercise-fitness-mat-non-slip-yoga-gym-mat-with-carrying-bag-183-66cm-green-black/Z3ECE31D6665E7DFAC159Z/p/?o=z3ece31d6665e7dfac159z-1,Get it by 7 Oct
06-Oct-2024,Z78DCEAF,instructional-yoga-mat-blue-p3,BODY,3.8,9,N,100,64.90,Y,195,https://www.noon.com/uae-en/instructional-yoga-mat-blue-p3/Z78DCEAF193F693ED7AF9Z/p/?o=z78dceaf193f693ed7af9z-1,Get it by 7 Oct
06-Oct-2024,N2733043,unisex-anti-slip-yoga-mat-with-carry-strap,Fitness,4.3,15,N,N/A,45.20,Y,196,https://www.noon.com/uae-en/unisex-anti-slip-yoga-mat-with-carry-strap/N27330430A/p/?o=f5a90f50e241749e,Get it by 7 Oct
06-Oct-2024,Z537AAA5,ab-roller-for-abs-workout-pilates-bar-kit-with-resistance-band-set-exercise-bar-with-ab-roller-yoga-stretching-equipment-core-strength-training-equipment-portable-home-gym-for-men-and-women,GROIC,N/A,N/A,N,200,110.95,N,197,https://www.noon.com/uae-en/ab-roller-for-abs-workout-pilates-bar-kit-with-resistance-band-set-exercise-bar-with-ab-roller-yoga-stretching-equipment-core-strength-training-equipment-portable-home-gym-for-men-and-women/Z537AAA58F5ED089134C9Z/p/?o=baf9e48161d15c0d,N/A
06-Oct-2024,Z24F43F8,stretch-band-strap-elastic-exercise-stretching-band-with-9-loops-for-yoga-physical-therapy-dance-workout-fitness-stretch-assist-light-resistance-band-for-strength-flexibility-training,Garlo,N/A,N/A,N,52,37,Y,198,https://www.noon.com/uae-en/stretch-band-strap-elastic-exercise-stretching-band-with-9-loops-for-yoga-physical-therapy-dance-workout-fitness-stretch-assist-light-resistance-band-for-strength-flexibility-training/Z24F43F8520548D2CD073Z/p/?o=z24f43f8520548d2cd073z-1,Get it by 7 Oct
06-Oct-2024,ZF90F11A,16-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment-black,GROIC,N/A,N/A,N,200,96.60,Y,199,https://www.noon.com/uae-en/16-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment-black/ZF90F11AA9A2388685D3AZ/p/?o=zf90f11aa9a2388685d3az-1,Get it by 7 Oct
06-Oct-2024,ZD8D89AC,foldable-yoga-mat-with-illustrated-yoga-poses-non-slip-exercise-mat-for-home-gym-travel-yoga-set-with-stretch-strap-for-yoga-pilates-and-fitness,GROIC,4.0,9,N,200,86,Y,200,https://www.noon.com/uae-en/foldable-yoga-mat-with-illustrated-yoga-poses-non-slip-exercise-mat-for-home-gym-travel-yoga-set-with-stretch-strap-for-yoga-pilates-and-fitness/ZD8D89AC21F9CBFCD5577Z/p/?o=zd8d89ac21f9cbfcd5577z-1,Get it by 7 Oct
06-Oct-2024,Z0D53164,non-slip-yoga-socks-for-women-2-pairs-in-grey-and-black-ideal-for-fitness-pilates-dance-and-barre-workout,Generic,N/A,N/A,N,N/A,39.90,Y,201,https://www.noon.com/uae-en/non-slip-yoga-socks-for-women-2-pairs-in-grey-and-black-ideal-for-fitness-pilates-dance-and-barre-workout/Z0D53164FBF40F1BB8FB9Z/p/?o=z0d53164fbf40f1bb8fb9z-1,Get it by 7 Oct
06-Oct-2024,N3622582,multi-functional-non-slip-yoga-mat-60-x-15-x-15cm,Generic,N/A,N/A,N,42,21,N,202,https://www.noon.com/uae-en/multi-functional-non-slip-yoga-mat-60-x-15-x-15cm/N36225821A/p/?o=be0caaf9cb70675e,N/A
06-Oct-2024,Z6782E41,1-5m-resistance-bands-for-yoga-pilates-strength-training-elastic-bands-for-flexibility-rehab-fitness-ideal-for-men-women-green,LYNLYN,N/A,N/A,N,79,39,Y,203,https://www.noon.com/uae-en/1-5m-resistance-bands-for-yoga-pilates-strength-training-elastic-bands-for-flexibility-rehab-fitness-ideal-for-men-women-green/Z6782E4105E2C54A88AD2Z/p/?o=z6782e4105e2c54a88ad2z-1,Get it by 7 Oct
06-Oct-2024,ZAD955A6,microfiber-quick-dry-towels-silver-ion-technology-towel-super-absorbent-gym-towel-ideal-sweat-towel-for-fitness-camping-travel-suitable-for-men-women-77x40cm-set-of-3,RIGID,4.4,8,N,N/A,76,N,204,https://www.noon.com/uae-en/microfiber-quick-dry-towels-silver-ion-technology-towel-super-absorbent-gym-towel-ideal-sweat-towel-for-fitness-camping-travel-suitable-for-men-women-77x40cm-set-of-3/ZAD955A6E63B552CF2087Z/p/?o=d824eec06093747d,N/A
06-Oct-2024,ZEFE5728,4-pairs-of-yoga-socks-with-grip-women-s-non-slip-grip-socks-pilates-socks-fitness-socks-non-slip-socks-yoga,Generic,N/A,N/A,N,55,43.90,Y,205,https://www.noon.com/uae-en/4-pairs-of-yoga-socks-with-grip-women-s-non-slip-grip-socks-pilates-socks-fitness-socks-non-slip-socks-yoga/ZEFE5728030AAE44BDC98Z/p/?o=zefe5728030aae44bdc98z-1,Get it by 7 Oct
06-Oct-2024,Z9DC337B,15-35-lbs-resistance-band-pull-up-assist-band-heavy-duty-powerlifting-exercise-stretch-bands-for-powerlifting-muscle-toning-yoga-stretch-mobility-red,Generic,N/A,N/A,N,52,36,Y,206,https://www.noon.com/uae-en/15-35-lbs-resistance-band-pull-up-assist-band-heavy-duty-powerlifting-exercise-stretch-bands-for-powerlifting-muscle-toning-yoga-stretch-mobility-red/Z9DC337BDCF986610C843Z/p/?o=z9dc337bdcf986610c843z-1,Get it by 7 Oct
06-Oct-2024,Z212ACDF,8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-light-pink-black-color,Bernessi,5.0,3,Y,180,61.25,Y,207,https://www.noon.com/uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-light-pink-black-color/Z212ACDF2F7760CD34A11Z/p/?o=z212acdf2f7760cd34a11z-1,Get it by 7 Oct
06-Oct-2024,ZBCE7784,set-of-2-yoga-blocks-eva-foam-high-density-non-slip-yoga-bricks-for-meditation-balance-exercise,WENBO,5.0,1,Y,N/A,39,N,208,https://www.noon.com/uae-en/set-of-2-yoga-blocks-eva-foam-high-density-non-slip-yoga-bricks-for-meditation-balance-exercise/ZBCE778416BAE21D1E4CCZ/p/?o=zbce778416bae21d1e4ccz-1,Get it by 8 Oct
06-Oct-2024,Z8171D95,multipurpose-gym-duffel-bag-portable-luggage-handbag-wet-and-dry-separation-shoes-compartment-crossbody-bag-for-women-yoga-sports-travel-peach-pink,TNGames,N/A,N/A,Y,N/A,46,N,209,https://www.noon.com/uae-en/multipurpose-gym-duffel-bag-portable-luggage-handbag-wet-and-dry-separation-shoes-compartment-crossbody-bag-for-women-yoga-sports-travel-peach-pink/Z8171D9598AFA21212858Z/p/?o=z8171d9598afa21212858z-1,Get it by 11 Oct
06-Oct-2024,N3112683,anti-burst-yoga-swiss-ball-25cm,Generic,2.8,30,N,N/A,25.85,Y,210,https://www.noon.com/uae-en/anti-burst-yoga-swiss-ball-25cm/N31126834A/p/?o=c8a3352cc8635fce,Get it by 7 Oct
06-Oct-2024,Z67D7B1F,yoga-mat-8mm-white,Adidas,N/A,N/A,N,175,130.65,Y,211,https://www.noon.com/uae-en/yoga-mat-8mm-white/Z67D7B1F29368685C277BZ/p/?o=z67d7b1f29368685c277bz-1,Get it by 7 Oct
06-Oct-2024,Z16D326B,studio-yoga-mat,Reebok,N/A,N/A,N,145,60,Y,212,https://www.noon.com/uae-en/studio-yoga-mat/Z16D326B5D0403A77BE29Z/p/?o=z16d326b5d0403a77be29z-1,Get it by 7 Oct
06-Oct-2024,N1354299,fitness-floating-point-eva-yoga-roller-for-physio-massage,Generic,4.1,13,N,45,37,N,213,https://www.noon.com/uae-en/fitness-floating-point-eva-yoga-roller-for-physio-massage/N13542998A/p/?o=e300870c1bbfdbfc,Get it by 9 Oct
06-Oct-2024,Z9F2CDE0,cooling-towels-10-pack-ice-towel-mesh-cooling-towel-soft-breathable-chilly-towel-ice-towel-for-neck-microfiber-towel-for-yoga-golf-sport-running-gym-workout-camping-fitness-30-80-cm,WAOKN,5.0,1,N,88,53.55,Y,214,https://www.noon.com/uae-en/cooling-towels-10-pack-ice-towel-mesh-cooling-towel-soft-breathable-chilly-towel-ice-towel-for-neck-microfiber-towel-for-yoga-golf-sport-running-gym-workout-camping-fitness-30-80-cm/Z9F2CDE0DD43E84EF3C07Z/p/?o=z9f2cde0dd43e84ef3c07z-1,Get it by 7 Oct
06-Oct-2024,N2652496,2-pack-yoga-block-brick-foam-home-exercise-gym-sport-tool-23cm,Generic,4.6,25,N,N/A,26.25,Y,215,https://www.noon.com/uae-en/2-pack-yoga-block-brick-foam-home-exercise-gym-sport-tool-23cm/N26524961A/p/?o=e66b1e373681acba,Get it by 7 Oct
06-Oct-2024,N2635826,wolf-tooth-hollow-foam-roller-33x14cm,CYTHERIA,4.7,12,N,42,21,N,216,https://www.noon.com/uae-en/wolf-tooth-hollow-foam-roller-33x14cm/N26358266A/p/?o=d2f47410caf7788c,N/A
06-Oct-2024,Z9C75D35,punching-bag-fitness-boxing-equipment-relaxation-relief-sandbags-training-equipment-for-adult-children-boxing-gym-equipment-color-black-size-180cm,Generic,5.0,1,N,750,600,Y,217,https://www.noon.com/uae-en/punching-bag-fitness-boxing-equipment-relaxation-relief-sandbags-training-equipment-for-adult-children-boxing-gym-equipment-color-black-size-180cm/Z9C75D35D60469B5470B1Z/p/?o=z9c75d35d60469b5470b1z-1,Get it by 7 Oct
06-Oct-2024,Z9F99597,yoga-training-mat,PUMA,N/A,N/A,N,249,139,Y,218,https://www.noon.com/uae-en/yoga-training-mat/Z9F9959795903122BD6DEZ/p/?o=z9f9959795903122bd6dez-1,Get it by 7 Oct
06-Oct-2024,N3051083,sweat-absorption-exercise-towel,Generic,4.0,11,N,27.40,22.10,Y,219,https://www.noon.com/uae-en/sweat-absorption-exercise-towel/N30510833A/p/?o=e28c34209cfd45cd,Get it by 7 Oct
06-Oct-2024,N4342664,men-waist-trainer-vest-neoprene-body-zipper-25x21x3cm,Generic,3.2,10,N,29.60,15.60,N,220,https://www.noon.com/uae-en/men-waist-trainer-vest-neoprene-body-zipper-25x21x3cm/N43426642A/p/?o=a59ea147b56b4efc,N/A
06-Oct-2024,Z3F006A9,3-pieces-resistance-band-black-red-blue,umbro,N/A,N/A,N,N/A,50.95,N,221,https://www.noon.com/uae-en/3-pieces-resistance-band-black-red-blue/Z3F006A9B6730B4C0EC48Z/p/?o=z3f006a9b6730b4c0ec48z-1,Get it by 8 Oct
06-Oct-2024,N3655737,5-piece-yoga-equipment-set,Generic,2.9,21,N,32,25.60,Y,222,https://www.noon.com/uae-en/5-piece-yoga-equipment-set/N36557375A/p/?o=a6501a560de7e5bd,Get it by 7 Oct
06-Oct-2024,N3933152,non-slip-foam-yoga-mat-173-x-61cm,Generic,4.3,3,N,47.85,39.15,N,223,https://www.noon.com/uae-en/non-slip-foam-yoga-mat-173-x-61cm/N39331521A/p/?o=b055c101f9ffaaef,Get it by 8 Oct
06-Oct-2024,Z332A2AF,pilates-socks-yoga-socks-with-grips-for-women-non-slip-grip-socks-for-pure-barre-ballet-dance-workout-hospital-2-pairs,SYOSI,5.0,1,N,N/A,69.95,Y,224,https://www.noon.com/uae-en/pilates-socks-yoga-socks-with-grips-for-women-non-slip-grip-socks-for-pure-barre-ballet-dance-workout-hospital-2-pairs/Z332A2AFFE116BACCE9A8Z/p/?o=z332a2affe116bacce9a8z-1,Get it by 7 Oct
06-Oct-2024,Z8F294AD,yoga-socks-barefoot-yoga-exercise-wear-sport-accessories-water-shoes-quick-dry-aqua-socks-indoor-fitness-shoes-jump-rope-shoes-and-dance-shoes,GROIC,5.0,1,N,200,42.30,Y,225,https://www.noon.com/uae-en/yoga-socks-barefoot-yoga-exercise-wear-sport-accessories-water-shoes-quick-dry-aqua-socks-indoor-fitness-shoes-jump-rope-shoes-and-dance-shoes/Z8F294AD05B7D0AAC5EB5Z/p/?o=z8f294ad05b7d0aac5eb5z-1,Get it by 7 Oct
06-Oct-2024,ZC77D62A,3-pack-palm-pressure-clip-migraine-relief-hand-massager-exercise-relax-for-tension-headache-migraine-relief-naturally-wearable-hegu-acupressure-point-massager-tension-exerciser,Generic,N/A,N/A,N,29.90,20.90,Y,226,https://www.noon.com/uae-en/3-pack-palm-pressure-clip-migraine-relief-hand-massager-exercise-relax-for-tension-headache-migraine-relief-naturally-wearable-hegu-acupressure-point-massager-tension-exerciser/ZC77D62A5DE539F315B45Z/p/?o=zc77d62a5de539f315b45z-1,Get it by 7 Oct
06-Oct-2024,N5081561,foldable-non-slip-yoga-mat,Generic,4.3,3,N,N/A,26,N,227,https://www.noon.com/uae-en/foldable-non-slip-yoga-mat/N50815612A/p/?o=d987a70a087a7c2b,Get it by 9 Oct
06-Oct-2024,ZB6E61CE,mahmir-yoga-cork-block-supportive-sustainable-cork-with-non-slip-surface-exercise-accessory-for-yoga-pilates-and-general-fitness-natural-cork-blocks-size-9-x6-x3-2pcs-pack,MahMir,5.0,2,N,69.95,59.95,N,228,https://www.noon.com/uae-en/mahmir-yoga-cork-block-supportive-sustainable-cork-with-non-slip-surface-exercise-accessory-for-yoga-pilates-and-general-fitness-natural-cork-blocks-size-9-x6-x3-2pcs-pack/ZB6E61CE23B29DAF85955Z/p/?o=fae71ce02e9b7d0e,N/A
06-Oct-2024,ZFAEA6BA,2-piece-set-of-yoga-props-bricks,ZCM-HAPPY,5.0,1,N,N/A,25,Y,229,https://www.noon.com/uae-en/2-piece-set-of-yoga-props-bricks/ZFAEA6BA1519488AC1896Z/p/?o=zfaea6ba1519488ac1896z-1,Get it by 7 Oct
06-Oct-2024,Z288231E,5-pairs-yoga-socks-for-women-non-slip-grips-straps-non-slip-socks-for-yoga-pilates-ideal-for-pilates-ballet-dance-barefoot-workout,RIOXS,5.0,1,N,99,46.05,Y,230,https://www.noon.com/uae-en/5-pairs-yoga-socks-for-women-non-slip-grips-straps-non-slip-socks-for-yoga-pilates-ideal-for-pilates-ballet-dance-barefoot-workout/Z288231EEFD4008FE0C11Z/p/?o=z288231eefd4008fe0c11z-1,N/A
06-Oct-2024,ZED5153C,double-sided-yoga-mat-6mm,Reebok,N/A,N/A,N,131,72,Y,231,https://www.noon.com/uae-en/double-sided-yoga-mat-6mm/ZED5153C7C5C6EB389D42Z/p/?o=zed5153c7c5c6eb389d42z-1,Get it by 7 Oct
