Date,SKU,Name,Brand,Avg Rating,Rating Count,Sponsor,Price,Sales Price,Express,Rank,Link,Delivery
06-Oct-2024,N2733018,anti-slip-yoga-mat-with-carry-strap-175x65cm,Fitness,4.4,41,N,N/A,35,N,232,https://www.noon.com/uae-en/anti-slip-yoga-mat-with-carry-strap-175x65cm/N27330188A/p/?o=d897365e68e0e2eb,Get it by 9 Oct
06-Oct-2024,N4486086,balance-from-go-all-purpose-anti-tear-exercise-yoga-mat-with-carrying-strap,Generic,N/A,N/A,N,38,23,N,233,https://www.noon.com/uae-en/balance-from-go-all-purpose-anti-tear-exercise-yoga-mat-with-carrying-strap/N44860868A/p/?o=d09c751de0b0787a,Get it by 12 Oct
06-Oct-2024,Z295BA92,premium-nbr-yoga-mat-comfort-durability-and-style-assorted-183x61x1cm,Huitich,N/A,N/A,N,150,31,N,234,https://www.noon.com/uae-en/premium-nbr-yoga-mat-comfort-durability-and-style-assorted-183x61x1cm/Z295BA925E0F2CDA5975BZ/p/?o=z295ba925e0f2cda5975bz-1,Get it by 8 Oct
06-Oct-2024,ZB9C23DA,yoga-mat-4mm-ashen-lilac,Reebok,N/A,N/A,N,95,91.10,Y,235,https://www.noon.com/uae-en/yoga-mat-4mm-ashen-lilac/ZB9C23DA441725544FD27Z/p/?o=zb9c23da441725544fd27z-1,Get it by 7 Oct
06-Oct-2024,Z603FF8F,yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio,URbazaar,N/A,N/A,N,59.90,54.90,Y,236,https://www.noon.com/uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1,Get it by 7 Oct
06-Oct-2024,N1654353,yoga-foam-roller,Generic,4.6,15,N,34,22.30,N,237,https://www.noon.com/uae-en/yoga-foam-roller/N16543539A/p/?o=e7f35cca553f650f,Get it by 9 Oct
06-Oct-2024,ZA665A31,portable-pilates-bar-kit-with-resistance-bands-for-full-body-toning-yoga-and-pilates-exercise-stick-for-home-gym,ZCM-HAPPY,N/A,N/A,N,110,29,Y,238,https://www.noon.com/uae-en/portable-pilates-bar-kit-with-resistance-bands-for-full-body-toning-yoga-and-pilates-exercise-stick-for-home-gym/ZA665A3190C8A2AF9ADD0Z/p/?o=za665a3190c8a2af9add0z-1,Get it by 7 Oct
06-Oct-2024,Z6F017D6,fittex-tough-non-slip-10mm-thick-yoga-mat-with-carry-strap-188x61x1cm-black,Generic,4.7,3,N,49,31.25,N,239,https://www.noon.com/uae-en/fittex-tough-non-slip-10mm-thick-yoga-mat-with-carry-strap-188x61x1cm-black/Z6F017D6BFD3A1CEC123EZ/p/?o=z6f017d6bfd3a1cec123ez-1,Get it by 8 Oct
06-Oct-2024,Z2C02609,coolbaby-yoga-mat-the-world-s-best-eco-friendly-non-slip-yoga-mat-with-the-original-unique-alignment-marker-system-thick-comfortable-yoga-mat-for-home-gym-outdoor-183-cmx-68cm-x-5mm,Cool,N/A,N/A,N,N/A,158,Y,240,https://www.noon.com/uae-en/coolbaby-yoga-mat-the-world-s-best-eco-friendly-non-slip-yoga-mat-with-the-original-unique-alignment-marker-system-thick-comfortable-yoga-mat-for-home-gym-outdoor-183-cmx-68cm-x-5mm/Z2C02609363D7578F6618Z/p/?o=z2c02609363d7578f6618z-1,Get it by 7 Oct
06-Oct-2024,N3641425,2-piece-soft-and-hard-yoga-foam-roller-set,Generic,4.3,7,N,171,38.95,Y,241,https://www.noon.com/uae-en/2-piece-soft-and-hard-yoga-foam-roller-set/N36414250A/p/?o=be7d4fff9ebebcce,Get it by 7 Oct
06-Oct-2024,Z0BBD9C7,microfiber-gym-towel-face-towel-yoga-towel-quick-dry-high-absorbent-sweat-towel-for-gym-exercises-and-outdoor-thick-400gsm-75x35cm-grey,RIGID,4.4,19,N,N/A,45.75,N,242,https://www.noon.com/uae-en/microfiber-gym-towel-face-towel-yoga-towel-quick-dry-high-absorbent-sweat-towel-for-gym-exercises-and-outdoor-thick-400gsm-75x35cm-grey/Z0BBD9C7C83B7E8DF4FD6Z/p/?o=f433e986d29277cf,N/A
06-Oct-2024,N4858015,multi-loops-adjustable-yoga-stretch-belt,Generic,4.7,6,N,N/A,21.25,Y,243,https://www.noon.com/uae-en/multi-loops-adjustable-yoga-stretch-belt/N48580159A/p/?o=de022fe562002d3a,Get it by 7 Oct
06-Oct-2024,Z51CFFC9,pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment,Generic,N/A,N/A,N,N/A,299,Y,244,https://www.noon.com/uae-en/pilates-yoga-wedge-massage-correction-yoga-foam-kyphosis-correction-detachable-large-spine-yoga-equipment/Z51CFFC93511AF6D8ACAEZ/p/?o=z51cffc93511af6d8acaez-1,Get it by 7 Oct
06-Oct-2024,Z3DC55AD,men-and-women-cooling-sport-towel-soft-and-breathable-for-yoga-sports-and-running-grey-30x90cm,Generic,N/A,N/A,N,70,63,Y,245,https://www.noon.com/uae-en/men-and-women-cooling-sport-towel-soft-and-breathable-for-yoga-sports-and-running-grey-30x90cm/Z3DC55AD67E87D53AE262Z/p/?o=z3dc55ad67e87d53ae262z-1,Get it by 7 Oct
06-Oct-2024,N3641424,non-slip-yoga-mat-with-carrying-strap,Generic,4.0,1,N,35.60,35,N,246,https://www.noon.com/uae-en/non-slip-yoga-mat-with-carrying-strap/N36414242A/p/?o=c4530eb97c267d7a,Get it by 8 Oct
06-Oct-2024,Z0D592BD,foot-massage-roller-relieve-pain-and-plantar-fasciitis-for-wrists-forearms-deep-tissue-trigger-point,Generic,4.0,1,N,45,29.90,Y,247,https://www.noon.com/uae-en/foot-massage-roller-relieve-pain-and-plantar-fasciitis-for-wrists-forearms-deep-tissue-trigger-point/Z0D592BDDCB4B2213DC9CZ/p/?o=z0d592bddcb4b2213dc9cz-1,Get it by 7 Oct
06-Oct-2024,ZED2A764,yoga-strap-stretching-strap-12-loops-yoga-stretch-strap-non-elastic-stretch-band-for-physical-therapy-pilates-dance-and-gymnastics-with-carry-bag,Generic,N/A,N/A,N,N/A,36,Y,248,https://www.noon.com/uae-en/yoga-strap-stretching-strap-12-loops-yoga-stretch-strap-non-elastic-stretch-band-for-physical-therapy-pilates-dance-and-gymnastics-with-carry-bag/ZED2A7643E8A923750A69Z/p/?o=zed2a7643e8a923750a69z-1,Get it by 7 Oct
06-Oct-2024,ZDD391CA,coolbaby-jump-rope-mat-extra-thick-non-slip-shock-absorption-indoor-household-silent-mute-noise-reduction-exercise-fitness-mat-for-all-types-of-yoga-floor-workouts-185-66cm,Generic,N/A,N/A,N,85,68,Y,249,https://www.noon.com/uae-en/coolbaby-jump-rope-mat-extra-thick-non-slip-shock-absorption-indoor-household-silent-mute-noise-reduction-exercise-fitness-mat-for-all-types-of-yoga-floor-workouts-185-66cm/ZDD391CAF8DEE1C584603Z/p/?o=zdd391caf8dee1c584603z-1,Get it by 7 Oct
06-Oct-2024,Z60D16D1,professional-resistance-bands-delfino-long-natural-latex-elastic-bands-for-legs-glutes-strength-training-physical-therapy-yoga-pilates-stretching-ideal-for-home-workouts,Generic,N/A,N/A,N,38.90,31.90,Y,250,https://www.noon.com/uae-en/professional-resistance-bands-delfino-long-natural-latex-elastic-bands-for-legs-glutes-strength-training-physical-therapy-yoga-pilates-stretching-ideal-for-home-workouts/Z60D16D16DEA0EB97EB32Z/p/?o=z60d16d16dea0eb97eb32z-1,Get it by 7 Oct
06-Oct-2024,N2077593,exercise-loop-bands-15-x-150-x-0-4cm,Cool,N/A,N/A,N,N/A,34,N,251,https://www.noon.com/uae-en/exercise-loop-bands-15-x-150-x-0-4cm/N20775930A/p/?o=b95dd9bac328866f,Get it by 8 Oct
06-Oct-2024,N3975465,microfiber-cooling-sport-towel-90x30cm,Generic,4.3,4,N,N/A,27.20,Y,252,https://www.noon.com/uae-en/microfiber-cooling-sport-towel-90x30cm/N39754653A/p/?o=cce2e6d6b94ff24f,Get it by 7 Oct
06-Oct-2024,Z48ED3C6,yoga-socks-for-non-slip-women-sock-five-toe-with-grips-toeless-one-size-for-yoga-barre-pilates-dance,GROIC,5.0,2,N,100,28.30,N,253,https://www.noon.com/uae-en/yoga-socks-for-non-slip-women-sock-five-toe-with-grips-toeless-one-size-for-yoga-barre-pilates-dance/Z48ED3C6D1547FC65E273Z/p/?o=a51de5aabc8593cd,N/A
06-Oct-2024,Z238CCE1,yoga-mat-4mm-night-forest,Reebok,N/A,N/A,N,95,91.10,Y,254,https://www.noon.com/uae-en/yoga-mat-4mm-night-forest/Z238CCE1034641B8004B5Z/p/?o=z238cce1034641b8004b5z-1,Get it by 7 Oct
06-Oct-2024,N2003489,anti-tear-exercise-mat-with-carrying-strap-60x15centimeter,Generic,4.5,206,N,239,35,N,255,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap-60x15centimeter/N20034895A/p/?o=d0a6bfe7a5bc658e,Get it by 8 Oct
06-Oct-2024,N4325037,yoga-spike-mat-66-x-42cm,Rock,4.8,4,N,119,49,Y,256,https://www.noon.com/uae-en/yoga-spike-mat-66-x-42cm/N43250379A/p/?o=ddd14961ef997dbf,Get it by 7 Oct
06-Oct-2024,N2973246,11-piece-multi-function-pull-rope-set,Generic,N/A,N/A,N,46.60,38.15,N,257,https://www.noon.com/uae-en/11-piece-multi-function-pull-rope-set/N29732460A/p/?o=d7358c71228262cd,Get it by 8 Oct
06-Oct-2024,Z4309655,multicolor-anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-61x173cm-for-indoor-and-outdoor-use,Generic,N/A,N/A,N,60,34.30,Y,258,https://www.noon.com/uae-en/multicolor-anti-slip-fitness-exercise-gym-yoga-mats-4mm-thick-61x173cm-for-indoor-and-outdoor-use/Z4309655FA88AC7B8A209Z/p/?o=z4309655fa88ac7b8a209z-1,Get it by 7 Oct
06-Oct-2024,N3655734,cotton-non-slip-socks,Generic,4.5,41,N,N/A,10,N,259,https://www.noon.com/uae-en/cotton-non-slip-socks/N36557347A/p/?o=de8d65214be07f5e,Get it by 8 Oct
06-Oct-2024,ZB4EC351,round-massager-roller-for-waist-abdominal-muscles-ring-leg-clip-stovepipe-to-clear-the-meridian-portable-cellulite-massage,Generic,4.9,9,N,N/A,140,Y,260,https://www.noon.com/uae-en/round-massager-roller-for-waist-abdominal-muscles-ring-leg-clip-stovepipe-to-clear-the-meridian-portable-cellulite-massage/ZB4EC351311E2533558AAZ/p/?o=zb4ec351311e2533558aaz-1,Get it by 7 Oct
06-Oct-2024,Z952A1D8,women-non-slip-yoga-socks-grip-slipper-socks-grip-socks-for-yoga-ideal-for-pilates-barefoot-workout-pilates-ballet-dance-sport,Generic,N/A,N/A,N,N/A,31,Y,261,https://www.noon.com/uae-en/women-non-slip-yoga-socks-grip-slipper-socks-grip-socks-for-yoga-ideal-for-pilates-barefoot-workout-pilates-ballet-dance-sport/Z952A1D8D430C5A37724CZ/p/?o=z952a1d8d430c5a37724cz-1,Get it by 7 Oct
06-Oct-2024,ZD27DC05,6-5-mm-pilates-mat-yoga-mat-pilates-mat-exercise-mat,Yukon,N/A,N/A,N,N/A,14.25,N,262,https://www.noon.com/uae-en/6-5-mm-pilates-mat-yoga-mat-pilates-mat-exercise-mat/ZD27DC057C375751456AEZ/p/?o=b776a7608174722c,Get it by 13 - 15 Oct
06-Oct-2024,ZF2B0348,yoga-mat-position-line-non-slip-exercise-mat-with-carrying-bag-pilates-fitness-mat-with-backpack-storage-bag-for-women-and-men,RIOXS,N/A,N/A,N,59,53.60,Y,263,https://www.noon.com/uae-en/yoga-mat-position-line-non-slip-exercise-mat-with-carrying-bag-pilates-fitness-mat-with-backpack-storage-bag-for-women-and-men/ZF2B03482D2851AC75A96Z/p/?o=zf2b03482d2851ac75a96z-1,Get it by 7 Oct
06-Oct-2024,N2754138,yoga-block-brick-foam-sport-tools,Generic,4.4,15,N,N/A,20.30,Y,264,https://www.noon.com/uae-en/yoga-block-brick-foam-sport-tools/N27541386A/p/?o=e39ad4a5b11ee51c,Get it by 7 Oct
06-Oct-2024,Z94D2E0E,men-and-women-cooling-sport-towel-soft-and-breathable-for-yoga-sports-and-running-black-30x90cm,Generic,N/A,N/A,N,70,63,Y,265,https://www.noon.com/uae-en/men-and-women-cooling-sport-towel-soft-and-breathable-for-yoga-sports-and-running-black-30x90cm/Z94D2E0E03B9AD53D1317Z/p/?o=z94d2e0e03b9ad53d1317z-1,Get it by 7 Oct
06-Oct-2024,ZA1B269A,3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-3d-silicone-particles-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-pink-black-grey-fit-size-36-42,YooA,N/A,N/A,N,60,42.80,Y,266,https://www.noon.com/uae-en/3-pair-non-slip-yoga-socks-cotton-pilates-socks-with-3d-silicone-particles-breathable-moisture-wicking-machine-washable-ideal-for-yoga-pilates-ballet-dance-workout-pink-black-grey-fit-size-36-42/ZA1B269ACFAC7EFA4C86AZ/p/?o=za1b269acfac7efa4c86az-1,Get it by 7 Oct
06-Oct-2024,N4469290,5-piece-yoga-accessory-set,Generic,N/A,N/A,N,34.75,32.65,Y,267,https://www.noon.com/uae-en/5-piece-yoga-accessory-set/N44692906A/p/?o=faedf96266083c5c,Get it by 7 Oct
06-Oct-2024,N2146285,4-packs-cooling-towel-0-08x39-4x11-4inch,U-pick,4.2,84,N,30.45,24.65,Y,268,https://www.noon.com/uae-en/4-packs-cooling-towel-0-08x39-4x11-4inch/N21462859A/p/?o=e1aa16341fd9ce5e,Get it by 7 Oct
06-Oct-2024,N2077592,exercise-loop-bands-15x150x0-4cm,Cool,N/A,N/A,N,N/A,34,N,269,https://www.noon.com/uae-en/exercise-loop-bands-15x150x0-4cm/N20775929A/p/?o=b6688c8b0790216c,Get it by 8 Oct
06-Oct-2024,ZA5E1BC7,5-piece-fitness-yoga-mat-set-home-exercise-and-fitness-use-purple,BLOOMING,N/A,N/A,N,80,43.55,Y,270,https://www.noon.com/uae-en/5-piece-fitness-yoga-mat-set-home-exercise-and-fitness-use-purple/ZA5E1BC7B9B0386840FA0Z/p/?o=za5e1bc7b9b0386840fa0z-1,Get it by 7 Oct
06-Oct-2024,Z0942197,professional-resistance-bands-long-natural-latex-elastic-bands-for-legs-glutes-strength-training-yoga-pilates-physical-therapy-stretching,Generic,N/A,N/A,N,49,40.15,Y,271,https://www.noon.com/uae-en/professional-resistance-bands-long-natural-latex-elastic-bands-for-legs-glutes-strength-training-yoga-pilates-physical-therapy-stretching/Z09421970CB987550BCB0Z/p/?o=z09421970cb987550bcb0z-1,Get it by 7 Oct
06-Oct-2024,Z9121634,elastic-yoga-stretching-strap-53-15-inch-adjustable-11-loop-stretch-strap-training-dance-stretch-band-for-leg-pilates-gymnastics-home-exercise-workout-equipment-adult-children,GROIC,N/A,N/A,N,200,48.95,N,272,https://www.noon.com/uae-en/elastic-yoga-stretching-strap-53-15-inch-adjustable-11-loop-stretch-strap-training-dance-stretch-band-for-leg-pilates-gymnastics-home-exercise-workout-equipment-adult-children/Z9121634503782779F2E2Z/p/?o=d7305f094839fd1f,N/A
06-Oct-2024,N3218484,liyaqh-mat,Generic,5.0,1,N,39.25,34,N,273,https://www.noon.com/uae-en/liyaqh-mat/N32184845A/p/?o=a334d825c5827aea,Get it by 8 Oct
06-Oct-2024,N2381841,womens-non-slip-yoga-socks,UBOYLI,4.0,54,N,24,15,Y,274,https://www.noon.com/uae-en/womens-non-slip-yoga-socks/N23818412A/p/?o=bb00a3c45142620e,Get it by 7 Oct
06-Oct-2024,Z8AA76A3,sit-up-fitness-equipment-with-non-slip-yoga-mat-portable-push-up-bar-adjustable-multifunction-abdominal-device-exercise-for-home-gym,RIOXS,N/A,N/A,N,95,64.80,Y,275,https://www.noon.com/uae-en/sit-up-fitness-equipment-with-non-slip-yoga-mat-portable-push-up-bar-adjustable-multifunction-abdominal-device-exercise-for-home-gym/Z8AA76A37502FFA504022Z/p/?o=z8aa76a37502ffa504022z-1,Get it by 7 Oct
06-Oct-2024,Z788232A,2-piece-yoga-block-props-brick,ZCM-HAPPY,4.3,4,N,N/A,25,Y,276,https://www.noon.com/uae-en/2-piece-yoga-block-props-brick/Z788232ABE3508B6DF27EZ/p/?o=z788232abe3508b6df27ez-1,Get it by 7 Oct
06-Oct-2024,Z8DAB7C3,mahmir-yoga-cork-block-supportive-sustainable-cork-with-non-slip-surface-exercise-accessory-for-yoga-pilates-and-general-fitness-natural-cork-blocks-size-9-x6-x3,MahMir,5.0,2,N,N/A,39.95,Y,277,https://www.noon.com/uae-en/mahmir-yoga-cork-block-supportive-sustainable-cork-with-non-slip-surface-exercise-accessory-for-yoga-pilates-and-general-fitness-natural-cork-blocks-size-9-x6-x3/Z8DAB7C31164210244C9CZ/p/?o=z8dab7c31164210244c9cz-1,Get it by 7 Oct
06-Oct-2024,N4854735,anti-tear-exercise-mat-with-carrying-strap-60x15cm,limodo,4.9,14,N,45.95,37.20,Y,278,https://www.noon.com/uae-en/anti-tear-exercise-mat-with-carrying-strap-60x15cm/N48547358A/p/?o=a73e68c31e339e8c,Get it by 7 Oct
06-Oct-2024,N1568697,yoga-foam-roller,QiaoKai,4.7,15,N,29,27.20,Y,279,https://www.noon.com/uae-en/yoga-foam-roller/N15686973A/p/?o=f6b62ede8d22205d,Get it by 7 Oct
06-Oct-2024,ZE9BC568,thick-yoga-mat-8mm-knees-supportive-exercise-mat-for-yoga-pilates-fitness-exercises-and-home-exercise-fitness-mat-non-slip-yoga-gym-mat-with-carrying-bag-183-66cm-gold-black,RIGID,4.5,47,N,130.25,95.50,Y,280,https://www.noon.com/uae-en/thick-yoga-mat-8mm-knees-supportive-exercise-mat-for-yoga-pilates-fitness-exercises-and-home-exercise-fitness-mat-non-slip-yoga-gym-mat-with-carrying-bag-183-66cm-gold-black/ZE9BC56837C893BAD2931Z/p/?o=ze9bc56837c893bad2931z-1,Get it by 7 Oct
06-Oct-2024,Z22621FB,inflatable-tube-balancing-ball-yoga-massage-cushion-balancing-pad-soft-balancing-wheel,Generic,N/A,N/A,N,79,53,N,281,https://www.noon.com/uae-en/inflatable-tube-balancing-ball-yoga-massage-cushion-balancing-pad-soft-balancing-wheel/Z22621FB5A8DC95D5D3D7Z/p/?o=z22621fb5a8dc95d5d3d7z-1,Get it by 8 Oct
06-Oct-2024,N2733053,yoga-mat-1meter,Fitness,4.4,88,N,N/A,39.75,Y,282,https://www.noon.com/uae-en/yoga-mat-1meter/N27330532A/p/?o=b9b77fe99f710c6e,Get it by 7 Oct
06-Oct-2024,ZD400A28,3pcs-foot-roller-massage-ball-for-relief-plantar-fasciitis-and-reflexology-massager-for-deep-acupresssure-recovery-1-roller-and-2-spiky-balls,Generic,5.0,1,N,76,43,Y,283,https://www.noon.com/uae-en/3pcs-foot-roller-massage-ball-for-relief-plantar-fasciitis-and-reflexology-massager-for-deep-acupresssure-recovery-1-roller-and-2-spiky-balls/ZD400A2869D3B990D84C9Z/p/?o=zd400a2869d3b990d84c9z-1,Get it by 7 Oct
06-Oct-2024,Z8F7BF19,yoga-strap-with-loops-yoga-stretching-strap-for-home-workout-exercise-pilates-and-gymnastics-non-elastic-stretch-strap-stretch-band-belt-for-women-men,DUNISO,5.0,1,N,100,43.65,Y,284,https://www.noon.com/uae-en/yoga-strap-with-loops-yoga-stretching-strap-for-home-workout-exercise-pilates-and-gymnastics-non-elastic-stretch-strap-stretch-band-belt-for-women-men/Z8F7BF191B3F000CC61BDZ/p/?o=z8f7bf191b3f000cc61bdz-1,Get it by 7 Oct
06-Oct-2024,Z49B29A1,foam-roller-yoga-fitness-black,Generic,5.0,1,N,55,44,Y,285,https://www.noon.com/uae-en/foam-roller-yoga-fitness-black/Z49B29A165B21554214D9Z/p/?o=z49b29a165b21554214d9z-1,Get it by 7 Oct
06-Oct-2024,N4325038,acupressure-spike-mat-66-x-42cm,Rock,4.3,4,N,N/A,47,N,286,https://www.noon.com/uae-en/acupressure-spike-mat-66-x-42cm/N43250382A/p/?o=c8e8c060cb1c6c6a,N/A
06-Oct-2024,Z60810F3,yoga-socks-barefoot-yoga-exercise-wear-sport-accessories-water-shoes-quick-dry-aqua-socks-indoor-fitness-shoes-jump-rope-shoes-and-dance-shoes,GROIC,N/A,N/A,N,200,56.65,Y,287,https://www.noon.com/uae-en/yoga-socks-barefoot-yoga-exercise-wear-sport-accessories-water-shoes-quick-dry-aqua-socks-indoor-fitness-shoes-jump-rope-shoes-and-dance-shoes/Z60810F3C5A475899D3F9Z/p/?o=z60810f3c5a475899d3f9z-1,Get it by 7 Oct
06-Oct-2024,N1662009,yoga-gym-swiss-ball-75cm,Generic,4.4,412,N,N/A,41.35,Y,288,https://www.noon.com/uae-en/yoga-gym-swiss-ball-75cm/N16620092A/p/?o=ce308727bb9e52ac,Get it by 7 Oct
06-Oct-2024,N3357307,eva-yoga-foam-massage-roller,Generic,3.2,12,N,70,54.95,Y,289,https://www.noon.com/uae-en/eva-yoga-foam-massage-roller/N33573075A/p/?o=edf59165c90d188d,Get it by 7 Oct
06-Oct-2024,ZDEC6705,yoga-mat-6mm-thick-for-men-and-women-non-slip-exercise-mat-for-home-yoga-pilates-stretching-floor-fitness-workouts-mat-183x61cm,Yuwell,N/A,N/A,N,60,29.90,Y,290,https://www.noon.com/uae-en/yoga-mat-6mm-thick-for-men-and-women-non-slip-exercise-mat-for-home-yoga-pilates-stretching-floor-fitness-workouts-mat-183x61cm/ZDEC67057C6B512385644Z/p/?o=zdec67057c6b512385644z-1,Get it by 7 Oct
06-Oct-2024,Z9D9F31B,mahmir-yoga-wheel-yoga-circles-pilates-professional-waist-shape-gym-workout-yoga-wheel-back-training-tool-f-or-fitness-perfect-for-stretching-and-improving-backbends,MahMir,5.0,3,N,49.95,44.95,Y,291,https://www.noon.com/uae-en/mahmir-yoga-wheel-yoga-circles-pilates-professional-waist-shape-gym-workout-yoga-wheel-back-training-tool-f-or-fitness-perfect-for-stretching-and-improving-backbends/Z9D9F31BA336AF3127579Z/p/?o=z9d9f31ba336af3127579z-1,Get it by 7 Oct
06-Oct-2024,Z2EA7857,12-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment-blue,GROIC,N/A,N/A,N,400,86.60,Y,292,https://www.noon.com/uae-en/12-pack-puzzle-exercise-floor-mat-eva-foam-mats-with-interlocking-floor-tiles-12-x-12-foam-gym-mat-protective-flooring-mats-interlocking-for-home-and-gym-equipment-blue/Z2EA7857F7D74C62C9386Z/p/?o=z2ea7857f7d74c62c9386z-1,Get it by 7 Oct
06-Oct-2024,N1408274,tasheng-sports-yoga-mat,Generic,4.2,11,N,N/A,29.90,N,293,https://www.noon.com/uae-en/tasheng-sports-yoga-mat/N14082749A/p/?o=ed9221054845f5fc,Get it by 9 Oct
06-Oct-2024,N1652962,yoga-ball-with-air-pump-85-cm-85cm,body,3.9,76,N,38.95,31.55,N,294,https://www.noon.com/uae-en/yoga-ball-with-air-pump-85-cm-85cm/N16529626A/p/?o=d79bbd8ff82520cc,N/A
06-Oct-2024,N4854736,all-purpose-extra-thick-yoga-mat,limodo,4.2,25,N,35.25,31.60,Y,295,https://www.noon.com/uae-en/all-purpose-extra-thick-yoga-mat/N48547364A/p/?o=a8fbbb9b97efd51d,Get it by 7 Oct
06-Oct-2024,Z46EB240,yoga-roller-foam-half-with-dots-mfx-0010,Generic,5.0,1,N,N/A,69,N,296,https://www.noon.com/uae-en/yoga-roller-foam-half-with-dots-mfx-0010/Z46EB2403421DDC1955CEZ/p/?o=z46eb2403421ddc1955cez-1,Get it by 8 Oct
06-Oct-2024,N3374385,thickened-non-slip-yoga-mat-60-x-15-x-15cm,Generic,N/A,N/A,N,N/A,29,N,297,https://www.noon.com/uae-en/thickened-non-slip-yoga-mat-60-x-15-x-15cm/N33743859A/p/?o=e2f6f298cd86b24a,Get it by 8 Oct
06-Oct-2024,N1354299,yoga-foam-block-brick,Eva,4.9,10,N,28.95,20,Y,298,https://www.noon.com/uae-en/yoga-foam-block-brick/N13542992A/p/?o=a2899ee304e55aff,Get it by 7 Oct
